الآداب  واللغات والمراحل التحضيرية الأدبية
الآداب  واللغات والمراحل التحضيرية الأدبية,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
115.5707,113.5664,106.3615,علوم تجريبية,,
99.132,100.5816,91.5955,إقتصاد وتصرف,,
105.4271,99.305,76.55,العلوم التقنية,,
0,108.39,0,علوم الإعلامية,,
العلوم الإقتصادية  وعلوم التصرف
العلوم الإقتصادية  وعلوم التصرف,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
87.9384,90.2698,94.7149,رياضيات,"جامعة جندوبةكلية العلوم القانونية والإقتصادية  والتصرف بجندوبة",الاجازة  في العلوم الاقتصادية80312
107.6206,109.0865,107.6902,علوم تجريبية,,
93.5271,70.5317,78.3833,إقتصاد وتصرف,,
88.8685,95,90.9248,رياضيات,"جامعة جندوبةكلية العلوم القانونية والإقتصادية  والتصرف بجندوبة",الإجازة  في علوم  التصرف80318
111.5101,112.2216,111.6438,علوم تجريبية,,
101.765,97.71,94.47,إقتصاد وتصرف,,
108.66,106.865,106.3045,العلوم التقنية,,
100.136,98.135,91.93,علوم الإعلامية,,
0,94.7103,109.7373,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بجندوبة",الاجازة  في المحاسبة و المالية80394
118.3206,115.245,112.355,علوم تجريبية,,
101.8,105.2007,98.7914,إقتصاد وتصرف,,
102.0477,107.9844,99.0767,العلوم التقنية,,
102.42,102.1101,118.565,علوم الإعلامية,,
0,0,109.7392,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بجندوبة",الاجازة  في التجارة والتوزيع80396
113.3516,110.7343,104.4816,علوم تجريبية,,
98.1655,94.4185,91.945,إقتصاد وتصرف,,
96.7013,99.8364,101.485,العلوم التقنية,,
102.7093,98.7682,106.79,علوم الإعلامية,,
0,106.875,113.355,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بالكاف",الإجازة  في إدارة الأعمال82391
120.51,116.3786,119.87,علوم تجريبية,,
100.0058,104.0147,99.67,إقتصاد وتصرف,,
105.15,131.3639,103.7348,العلوم التقنية,,
113.06,107.9647,97.645,علوم الإعلامية,,
0,106.2776,109.9907,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بالكاف",الاجازة  في المحاسبة و المالية82394
116.57,113.3451,115.2622,علوم تجريبية,,
101.61,106.88,101,إقتصاد وتصرف,,
105.5716,121.7928,126.4954,العلوم التقنية,,
101.275,97.08,93.147,علوم الإعلامية,,
العلوم الإقتصادية  وعلوم التصرف
العلوم الإقتصادية  وعلوم التصرف,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
0,89.6831,107.85,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بسليانة",الإجازة  في إدارة الأعمال86391
115.437,116.523,112.075,علوم تجريبية,,
98.3972,98.815,94.5284,إقتصاد وتصرف,,
113.4,113.225,155.46,العلوم التقنية,,
116.105,104.3,105.89,علوم الإعلامية,,
0,114.295,104.965,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بسليانة",الاجازة  في المحاسبة و المالية86394
117.4432,104.6334,112.785,علوم تجريبية,,
99.09,101.125,96.03,إقتصاد وتصرف,,
107.0101,104.2547,91.8117,العلوم التقنية,,
107.6688,90.5099,98.6128,علوم الإعلامية,,
0,89.5581,89.0765,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالى للدراسات التكنولوجية بسليانة",الاجازة  في التجارة والتوزيع86396
107.86,98.7849,105.9249,علوم تجريبية,,
95.3701,94.14,88.8691,إقتصاد وتصرف,,
0,120.14,150.85,العلوم التقنية,,
98.1066,96.2318,91.0386,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
119.8169,122.4829,125.2703,رياضيات,"جامعة تونس المناركلية العلوم بتونس",الاجازة  في علوم الجيوماتيك والتطبيقات10168
110.613,110.6701,116.77,علوم تجريبية,,
95.7597,108.7316,107.9951,العلوم التقنية,,
111.905,104.4534,101.0936,علوم الإعلامية,,
111.0019,173.3721,169.11,رياضيات,"جامعة تونسالمعهد العالي للتصرف بتونس",الإجازة  في إعلامية  التـصـرف10311
159.4514,160.7461,176.8764,علوم تجريبية,,
166.955,175.015,165.48,إقتصاد وتصرف,,
176.3788,189.6308,174.0195,العلوم التقنية,,
156.9316,170.1728,174.71,علوم الإعلامية,,
127.195,156.47,152.555,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية في المواصلاتبتونس","الإجازة  في التصرف في تكنولوجيات المعلومات10360والاتصال"
142.7,144.38,150.67,علوم تجريبية,,
149.2,149.175,141.845,إقتصاد وتصرف,,
149.49,152.43,154.565,علوم الإعلامية,,
95.0072,89.1251,117.3006,رياضيات,"جامعة تونس المناركلية العلوم بتونس",الإجازة  في الكيمياء10501
78.2985,102.7239,101.035,علوم تجريبية,,
92.2265,114.6024,106.615,العلوم التقنية,,
119.0268,122.1512,123.4459,رياضيات,"جامعة تونس المناركلية العلوم بتونس",الإجازة  في الفيزياء و الكيمياء10502
93.1523,103.1836,100.018,علوم تجريبية,,
100.1109,181.1403,184.9763,العلوم التقنية,,
98.315,116.2395,116.6407,رياضيات,"جامعة تونس المناركلية العلوم بتونس",الإجازة  في الفيزياء10503
82.1934,73.0366,78.3431,علوم تجريبية,,
106.449,97.8301,129.042,العلوم التقنية,,
119.4495,113.2435,143.82,رياضيات,"جامعة تونس المناركلية العلوم بتونس",الإجازة  في الفيزياء و الطاقة10504
96.4786,100.625,99.63,علوم تجريبية,,
105.9407,109.33,105.49,العلوم التقنية,,
99.1117,116.4695,113.4414,رياضيات,"جامعة تونس المناركلية العلوم بتونس",الاجازة   في الرياضيات التطبيقية10505
114.178,121.7286,112.1039,علوم تجريبية,,
118.7058,131.0643,119.5351,العلوم التقنية,,
151.1161,140.2021,154.9895,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
85.1017,87.8666,107.5047,رياضيات,"جامعة تونس المناركلية العلوم بتونس",الإجازة  في الرياضيات10507
111.157,115.565,112.5266,علوم تجريبية,,
150.4581,143.2677,133.53,العلوم التقنية,,
165.7751,130.9841,183.3071,علوم الإعلامية,,
0,109.865,107.5102,رياضيات,"جامعة منوبةالمعهد العالي للبيوتكنولوجيا بسيدي ثابت",الإجازة  في علوم الأحياء10509
102.7575,104.7985,102.7,علوم تجريبية,,
0,105.5644,110.8146,رياضيات,"جامعة تونس المناركلية العلوم بتونس",الإجازة  في علوم الأرض10510
78.9066,90.9335,91.7666,علوم تجريبية,,
91.635,101.0883,103.3017,العلوم التقنية,,
0,102.6557,105.1026,رياضيات,"جامعة تونس المناركلية العلوم بتونس",الإجازة  في علوم الأحياء  و المحيط10512
78.5868,82.9718,77.1636,علوم تجريبية,,
113.8694,108.8065,112.5926,رياضيات,"جامعة تونس المناركلية العلوم بتونس",الإجازة  في علوم الحياة و الأرض10513
112.0095,115.3728,115.245,علوم تجريبية,,
105.8301,103.5884,109.015,رياضيات,"جامعة تونس المناركلية العلوم بتونس",الإجازة  في الكيمياء - علم الأحياء10514
93.0052,99.6718,99.815,علوم تجريبية,,
86.3499,121.08,153.1,العلوم التقنية,,
126.08,170.9486,168.5197,رياضيات,"جامعة منوبةالمعهد العالي لفنون الملتميديا بمنوبة",الإجازة  في علوم الإعلامية10523
149.1848,158.7131,163.385,علوم تجريبية,,
161.6342,179.3534,180.1506,العلوم التقنية,,
173.28,185.9072,185.3989,علوم الإعلامية,,
99.2017,170.7613,169.8197,رياضيات,"جامعة تونس المناركلية العلوم بتونس",الإجازة  في هندسة نظم الإعلامية10524
155.1393,158.0604,161.2437,علوم تجريبية,,
168.5143,176.5286,182.4992,العلوم التقنية,,
165.2508,181.686,180.8354,علوم الإعلامية,,
132.815,163.2927,164.1434,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية برادس",الإجازة  في تكنولوجيات الإعلامية10566
136.6604,143.54,153.1438,علوم تجريبية,,
137.04,142.1174,132.7175,إقتصاد وتصرف,,
146.4616,155.205,161.055,العلوم التقنية,,
160.6712,170.7025,170.0016,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
128.4089,129.3434,143.4888,رياضيات,"جامعة  قرطاجالمعهد العالي  لتكنولوجيات البيئة والعمران والبنيان",الإجازة  في الهندسـة المدنية10568
129.385,126.3581,129.215,علوم تجريبية,,
92.0551,110.4917,108.4653,العلوم التقنية,,
133.5253,112.2733,132.8423,علوم الإعلامية,,
131.273,159.002,148.607,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية برادس",الإجازة  في الهندسـة الميكانـيـكـيـة10570
128.5552,123.6813,134.0817,علوم تجريبية,,
132.5677,144.7264,146.3992,العلوم التقنية,,
144.969,132.8459,129.6038,علوم الإعلامية,,
124.7353,142.631,146.8415,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية برادس",الإجازة  في الهندسـة الكهـربـائـيــة10571
123.2908,121.9265,125.7999,علوم تجريبية,,
127.095,140.95,142.2244,العلوم التقنية,,
147.6012,129.7803,150.426,علوم الإعلامية,,
148.7479,166.6793,167.0163,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية في المواصلاتبتونس","الإجازة  في علوم وتكنولوجيات المعلومات10572والاتصالات"
153.6627,161.0136,159.7635,علوم تجريبية,,
160.8673,160.7747,168.5143,العلوم التقنية,,
171.6636,171.2731,170.6864,علوم الإعلامية,,
101.3486,152.4019,153.2508,رياضيات,"جامعة تونس المناركلية العلوم بتونس",الإجازة  في تكنولوجيات المعلومات والاتصالات10573
116.935,132.8815,137.87,علوم تجريبية,,
139.0144,150.6025,156.3912,العلوم التقنية,,
142.6738,148.6854,149.2833,علوم الإعلامية,,
120.4927,138.0211,136.5606,رياضيات,"جامعة  قرطاجالمعهد العالي لعلوم و تكنولوجيات البيئة ببرجالسدرية",الإجازة  في الهندسة  الطاقية10603
106.445,107.0801,111.3656,علوم تجريبية,,
114.7396,123.6599,126.3421,العلوم التقنية,,
118.0531,106.8343,157.702,رياضيات,"جامعة تونس المناركلية العلوم بتونس",الإجازة  في الإلكترونيك  والكهروتقنية والآلية10629
117.058,102.4717,131.2783,علوم تجريبية,,
130.0799,148.7247,154.695,العلوم التقنية,,
148.9922,107.3103,179.0057,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
111.605,156.006,144.022,رياضيات,"جامعة تونسالمدرسة العليا للعلوم الإقتصادية  والتجارية بتونس",الإجازة  في إعلامية  التـصـرف11311
139.2659,130.5668,166.4546,علوم تجريبية,,
151.8277,163.155,149.4897,إقتصاد وتصرف,,
153.285,148.1683,186.7953,العلوم التقنية,,
146.9538,158.0069,157.3649,علوم الإعلامية,,
0,92.14,105.3455,رياضيات,"جامعة  قرطاجالمعهد العالي لعلوم و تكنولوجيات البيئة ببرجالسدرية",الإجازة  في الكيمياء11501
82.3149,83.8035,81.4574,علوم تجريبية,,
94.665,112.885,101.964,العلوم التقنية,,
101.975,109.3915,111.3638,رياضيات,"جامعة  قرطاجالمعهد العالي لعلوم و تكنولوجيات البيئة ببرجالسدرية",الإجازة  في الفيزياء و الكيمياء11502
76.6349,75.0398,87.1268,علوم تجريبية,,
101.9764,108.3643,124.853,العلوم التقنية,,
0,97.0562,80.3249,رياضيات,"جامعة  قرطاجالمعهد العالي لعلوم و تكنولوجيات البيئة ببرجالسدرية",الاجازة   في الرياضيات التطبيقية11505
86.8136,99.8017,94.4739,علوم تجريبية,,
86.1152,103.9291,94.51,العلوم التقنية,,
124.3608,115.8115,118.005,علوم الإعلامية,,
119.4778,120.515,122.035,رياضيات,"جامعة تونس المناركلية العلوم بتونس",الإجازة  في علوم الأحياء11509
109.4252,113.5786,110.3491,علوم تجريبية,,
112.1573,107.724,99.045,رياضيات,"جامعة تونس المنارالمعهد العالي للعلوم البيولوجية التطبيقية بتونس",الإجازة  في علوم الأحياء  و المحيط11512
79.2451,80.62,77.5566,علوم تجريبية,,
182.4029,191.5889,187.57,رياضيات,"جامعة تونس المنارالمعهد العالي للاعلامية",الإجازة  في علوم الإعلامية11523
179.5139,180.402,181.5737,علوم تجريبية,,
178.775,194.4244,192.2737,العلوم التقنية,,
192.5519,198.9933,199.0361,علوم الإعلامية,,
170.505,180.8621,177.4702,رياضيات,"جامعة تونس المنارالمعهد العالي للاعلامية",الإجازة  في هندسة نظم الإعلامية11524
169.2794,169.6753,173.3133,علوم تجريبية,,
181.3329,184.375,181.58,العلوم التقنية,,
181.2527,188.0793,188.0204,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
121.8195,169.3489,168.7497,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بالشرقية",الإجازة  في تكنولوجيات الإعلامية11566
134.84,147.2053,155.2356,علوم تجريبية,,
129.5075,141.117,133.5146,إقتصاد وتصرف,,
144.8406,156.005,159.2963,العلوم التقنية,,
156.36,169.3329,168.6053,علوم الإعلامية,,
126.9413,128.4179,141.1723,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية برادس",الإجازة  في الهندسـة المدنية11568
120.6567,128.022,129.1223,علوم تجريبية,,
99.7423,116.2502,112.22,العلوم التقنية,,
144.2218,122.3259,128.4133,علوم الإعلامية,,
107.2021,150.1817,150.9414,رياضيات,"جامعة  قرطاجالمعهد العالي لتكنولوجيا المعلومات والإتصال  ببرجالسدرية",الإجازة  في تكنولوجيات المعلومات والاتصالات11573
126.0567,128.9974,140.3733,علوم تجريبية,,
143.9525,152.2271,155.8062,العلوم التقنية,,
137.7625,145.5682,147.6814,علوم الإعلامية,,
142.1281,161.9606,164.2557,رياضيات,"جامعة تونس المنارالمعهد العالي للاعلامية",الإجازة  في الإلكترونيك  والكهروتقنية والآلية11629
126.8004,106.893,145.5307,علوم تجريبية,,
138.121,153.3987,160.7265,العلوم التقنية,,
182.8149,189.385,190.83,علوم الإعلامية,,
122.76,163.0787,155.275,رياضيات,"جامعة منوبةالمدرسة العليا للإقتصاد  الرقمي بمنوبة",الإجازة  في إعلامية  التـصـرف12311
153.525,147.6868,169.1938,علوم تجريبية,,
150.014,163.4051,150.645,إقتصاد وتصرف,,
157.1242,177.0636,176.1862,العلوم التقنية,,
149.0189,163.3034,162.8005,علوم الإعلامية,,
0,0,130.6684,رياضيات,"جامعة  قرطاجالمعهد العالي لعلوم و تكنولوجيات البيئة ببرجالسدرية",الإجازة  في علوم الأحياء  و المحيط12512
89.9959,84.3653,80.8776,علوم تجريبية,,
140.4375,179.4818,177.0583,رياضيات,"جامعة تونس المناركلية العلوم بتونس",الإجازة  في علوم الإعلامية12523
163.8331,170.8683,176.9031,علوم تجريبية,,
178.6419,185.9553,187.6352,العلوم التقنية,,
183.5211,193.4079,193.6593,علوم الإعلامية,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة,
128.1807,161.0992,161.9659,رياضيات,جامعة  قرطاج,الإجازة  في هندسة نظم الإعلامية,12524
"",,,,المعهد العالي لتكنولوجيا المعلومات والإتصال  ببرج,,
136.51,148.6712,155.2945,علوم تجريبية,,,
"",,,,السدرية,,
98.0616,171.8206,168.1131,العلوم التقنية,,,
157.4024,168.509,170.9379,علوم الإعلامية,,,
98.3532,141.7215,142.2351,رياضيات,جامعة  قرطاج,الإجازة  في الإلكترونيك  والكهروتقنية والآلية,12629
"",,,,المعهد العالي لتكنولوجيا المعلومات والإتصال  ببرج,,
108.3517,114.5007,123.3657,علوم تجريبية,,,
"",,,,السدرية,,
98.2816,135.27,139.6422,العلوم التقنية,,,
152.352,168.204,167.7279,علوم الإعلامية,,,
128.875,159.2802,157.565,رياضيات,جامعة تونس المنار,الإجازة  في إعلامية  التـصـرف,13311
"",,,,كلية العلوم الإقتصادية  والتصرف بتونس,,
146.9806,149.3025,162.0515,علوم تجريبية,,,
141.565,154.9039,141.5503,إقتصاد وتصرف,,,
177.9196,175.0306,158.5526,العلوم التقنية,,,
146.4884,153.635,153.1919,علوم الإعلامية,,,
107.2196,0,144.771,رياضيات,جامعة  قرطاج,الإجازة  في علوم الأرض,13510
"",,,,المعهد العالي لعلوم و تكنولوجيات البيئة ببرج,,
87.3638,84.4383,83.8998,علوم تجريبية,,,
"",,,,السدرية,,
97.0168,89.0002,100.2537,العلوم التقنية,,,
152.4215,169.815,168.0221,رياضيات,جامعة  قرطاج,الإجازة  في علوم الإعلامية,13523
"",,,,المعهد العالي لتكنولوجيا المعلومات والإتصال  ببرج,,
151.995,160.38,167.1875,علوم تجريبية,,,
"",,,,السدرية,,
158.7238,182.3013,179.0431,العلوم التقنية,,,
173.6503,188.6731,187.8011,علوم الإعلامية,,,
163.587,182.1943,176.635,رياضيات,جامعة  قرطاج,الإجازة  في إعلامية  التـصـرف,14311
"",,,,معهد الدراسات العليا التجارية بقرطاج,,
178.8398,172.7087,174.33,علوم تجريبية,,,
174.965,187.5,178.7275,إقتصاد وتصرف,,,
189.27,190.3263,192.9585,العلوم التقنية,,,
175.9562,184.2754,184.8051,علوم الإعلامية,,,
114.725,138.895,138.325,رياضيات,جامعة  قرطاج,الإجازة  في إعلامية  التـصـرف,20311
"",,,,المعهد العالي للتصرف ببنزرت,,
132.985,136.6818,150.715,علوم تجريبية,,,
148.935,147.26,143.1339,إقتصاد وتصرف,,,
133.51,164.7479,160.7622,العلوم التقنية,,,
131.115,138.075,140.295,علوم الإعلامية,,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
97.2617,96.0732,100.645,رياضيات,"جامعة  قرطاجكلية العلوم ببنزرت",الإجازة  في الكيمياء20501
77.0266,73.8198,71.4984,علوم تجريبية,,
86.6048,104.84,106.4329,العلوم التقنية,,
0,114.655,95.5966,رياضيات,"جامعة  قرطاجكلية العلوم ببنزرت",الإجازة  في الفيزياء و الكيمياء20502
79.8569,74.7132,72.4551,علوم تجريبية,,
98.75,97.1415,162.7363,العلوم التقنية,,
0,96.6067,90.0635,رياضيات,"جامعة  قرطاجكلية العلوم ببنزرت",الإجازة  في الفيزياء20503
81.0134,82.9035,72.587,علوم تجريبية,,
88.8835,94.7699,91.93,العلوم التقنية,,
80.9967,98.6834,107.6684,رياضيات,"جامعة  قرطاجكلية العلوم ببنزرت",الإجازة  في الفيزياء و الطاقة20504
80.0883,75.936,79.1333,علوم تجريبية,,
94.5985,95.2503,93.3199,العلوم التقنية,,
86.618,79.215,74.9449,رياضيات,"جامعة  قرطاجكلية العلوم ببنزرت",الإجازة  في الرياضيات20507
76.3382,82.1899,86.2698,علوم تجريبية,,
110.145,122.34,112.795,العلوم التقنية,,
123.6064,105.775,153.0849,علوم الإعلامية,,
0,0,115.6403,رياضيات,"جامعة  قرطاجكلية العلوم ببنزرت",الإجازة  في علوم الأحياء20509
106.4704,107.995,108.79,علوم تجريبية,,
111.2409,89.8333,90.1086,رياضيات,"جامعة  قرطاجكلية العلوم ببنزرت",الإجازة  في علوم الأرض20510
77.4499,79.302,73.5867,علوم تجريبية,,
92.3484,87.3883,93.0501,العلوم التقنية,,
0,0,117.2292,رياضيات,"جامعة  قرطاجكلية العلوم ببنزرت",الإجازة  في علوم الأحياء  و المحيط20512
80.7976,77.7835,84.4898,علوم تجريبية,,
97.245,0,106.1761,رياضيات,"جامعة  قرطاجكلية العلوم ببنزرت",الإجازة  في علوم الحياة و الأرض20513
110.4454,113.3181,111.125,علوم تجريبية,,
128.8,152.91,153.765,رياضيات,"جامعة  قرطاجكلية العلوم ببنزرت",الإجازة  في علوم الإعلامية20523
138.9449,141.485,143.83,علوم تجريبية,,
168.3,163.8,171.415,العلوم التقنية,,
154.57,169.52,168.675,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
99.0482,143.64,145.685,رياضيات,"جامعة  قرطاجكلية العلوم ببنزرت",الإجازة  في هندسة نظم الإعلامية20524
123.615,126.645,137.2,علوم تجريبية,,
147.6975,161.6342,179.4765,العلوم التقنية,,
138.4259,147.115,144.705,علوم الإعلامية,,
115.7583,133.2833,137.5183,رياضيات,"جامعة  قرطاجكلية العلوم ببنزرت",الإجازة  في تكنولوجيات المعلومات والاتصالات20573
110.1267,119.4887,125.1483,علوم تجريبية,,
131.48,125.9767,151.6636,العلوم التقنية,,
123.6,128.1058,127.0567,علوم الإعلامية,,
100.6272,110.0833,125.2117,رياضيات,"جامعة  قرطاجكلية العلوم ببنزرت",الإجازة  في الهندسة  الطاقية20603
90.7158,98.549,99.6616,علوم تجريبية,,
103.9095,112.0083,116.5033,العلوم التقنية,,
98.3183,119.85,120.635,رياضيات,"جامعة  قرطاجكلية العلوم ببنزرت",الإجازة  في الإلكترونيك  والكهروتقنية والآلية20629
99.2779,106.715,110.7772,علوم تجريبية,,
108.1538,125.16,126.1183,العلوم التقنية,,
130.015,118.4597,124.6497,علوم الإعلامية,,
102.5683,142.3528,143.185,رياضيات,"جامعة  قرطاجالمعهد العالي للعلوم التطبيقية و التكنولوجيا بماطر",الإجازة  في علوم الإعلامية21523
129.14,131.42,138.765,علوم تجريبية,,
148.13,155.83,158.0497,العلوم التقنية,,
143.8134,157.735,150.465,علوم الإعلامية,,
103.1299,135.7456,139.255,رياضيات,"جامعة  قرطاجالمعهد العالي للعلوم التطبيقية و التكنولوجيا بماطر",الإجازة  في هندسة نظم الإعلامية21524
118.325,123.035,131.4549,علوم تجريبية,,
76.7186,160.0078,154.845,العلوم التقنية,,
130.69,138.2975,132.38,علوم الإعلامية,,
105.035,145.7608,146.62,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية ببنزرت",الإجازة  في تكنولوجيات الإعلامية21566
123.485,129.16,135.9,علوم تجريبية,,
116.785,129.505,119.82,إقتصاد وتصرف,,
139.515,150.275,151.8651,العلوم التقنية,,
141.84,148.695,146.045,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
142.9734,140.315,124.32,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية ببنزرت",الإجازة  في الهندسـة الميكانـيـكـيـة21570
114.6132,116.925,117.09,علوم تجريبية,,
113.9783,126.1467,128.215,العلوم التقنية,,
129.13,116.575,115.785,علوم الإعلامية,,
139.1,140.0256,134.9431,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية ببنزرت",الإجازة  في الهندسـة الكهـربـائـيــة21571
115.935,118.3795,116.56,علوم تجريبية,,
112.79,124.985,124.5587,العلوم التقنية,,
123.46,124.1842,123.63,علوم الإعلامية,,
98.8245,124.145,128.8383,رياضيات,"جامعة  قرطاجالمعهد العالي للعلوم التطبيقية و التكنولوجيا بماطر",الإجازة  في تكنولوجيات المعلومات والاتصالات21573
90.926,116.6567,121.065,علوم تجريبية,,
114.04,136.4817,140.8317,العلوم التقنية,,
117.3833,120.1133,119.0517,علوم الإعلامية,,
0,102.4649,101.3897,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية ببنزرت",الإجازة  في هندسة الأساليب21597
91.6069,102.6685,96.5156,علوم تجريبية,,
108.395,127.6564,117.791,العلوم التقنية,,
99.32,111.4298,109.9569,رياضيات,"جامعة  قرطاجالمعهد العالي للعلوم التطبيقية و التكنولوجيا بماطر",الإجازة  في الإلكترونيك  والكهروتقنية والآلية21629
95.8933,104.48,100.69,علوم تجريبية,,
100.4277,121.26,118.4567,العلوم التقنية,,
118.9412,110.1458,116.5016,علوم الإعلامية,,
104.6267,138.255,140.475,رياضيات,"جامعة  قرطاجكلية العلوم الإقتصادية  والتصرف بنابل",الإجازة  في إعلامية  التـصـرف22311
128.7371,128.315,145.205,علوم تجريبية,,
123.765,130.465,120.0754,إقتصاد وتصرف,,
151.115,139.6778,166.295,العلوم التقنية,,
128.245,123.85,125.945,علوم الإعلامية,,
123.595,148.73,147.2053,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بنابل",الإجازة  في تكنولوجيات الإعلامية22566
132.1076,133.9159,142.0693,علوم تجريبية,,
115.7633,133.2578,128.4963,إقتصاد وتصرف,,
149.051,156.465,163.1429,العلوم التقنية,,
151.6083,153.565,153.345,علوم الإعلامية,,
العلوم الصحيحة والتكنولوجيا
العلوم الصحيحة والتكنولوجيا,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
117.0807,131.1417,131.5183,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بنابل",الإجازة  في الهندسـة المدنية22568
121.73,119.3443,127.8632,علوم تجريبية,,
101.92,113.9517,112.8367,العلوم التقنية,,
130.4847,107.3566,121.065,علوم الإعلامية,,
129.9515,145.77,127.825,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بنابل",الإجازة  في الهندسـة الميكانـيـكـيـة22570
119.635,113.2595,116.2716,علوم تجريبية,,
119,130.4417,130.805,العلوم التقنية,,
160.7675,122.5418,118.0585,علوم الإعلامية,,
105.7586,133.8945,135.405,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بنابل",الإجازة  في الهندسـة الكهـربـائـيــة22571
118.08,110.58,115.774,علوم تجريبية,,
119.1285,130.76,132.385,العلوم التقنية,,
154.8183,121.52,122.595,علوم الإعلامية,,
104.7922,136.0933,138.2119,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بقليبية",الإجازة  في تكنولوجيات الإعلامية23566
119.005,121.465,128.295,علوم تجريبية,,
94.9037,123.7,115.7633,إقتصاد وتصرف,,
128.1111,145.3435,151.4532,العلوم التقنية,,
137.5057,137.4415,139.9507,علوم الإعلامية,,
104.125,117.1062,115.035,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بقليبية",الإجازة  في الهندسـة الميكانـيـكـيـة23570
99.3336,106.675,111.335,علوم تجريبية,,
102.7117,118.9447,115.8483,العلوم التقنية,,
82.0667,116.507,127.956,علوم الإعلامية,,
115.1962,100.2058,111.8471,رياضيات,"الإدارة  العامة للدراسات  التكنولوجيةالمعهد العالي للدراسات التكنولوجية بقليبية",الإجازة  في هندسة الأساليب23597
75.2518,87.2737,78.3602,علوم تجريبية,,
