الآداب  واللغات والمراحل التحضيرية الأدبية
الآداب  واللغات والمراحل التحضيرية الأدبية,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
167.3825,177.9475,175.67,رياضيات,"جامعة منوبةالمدرسة الوطنية للمهندسين بمنوبة","مرحلة تحضيرية مندمجة: رياضيات- فيزياء و11526إعلامـيـة"
156.615,160.4725,170.0575,علوم تجريبية,,
167.55,165.735,178.3025,العلوم التقنية,,
178.82,187.76,188.4775,علوم الإعلامية,,
0,158.0833,152.125,رياضيات,"جامعة تونس المنارالمعهد العالي للتكنولوجيات الطبية بتونس",مرحلة تحضيرية:   بيولوجيا -  جيولوجيا11832
115.6783,119.5633,120.3283,علوم تجريبية,,
126.3933,156.5433,141.0367,رياضيات,"جامعة  قرطاجالمعهد العالى للدراسات التحضيرية في البيولوجيا والجولوجيا بسكرة",مرحلة تحضيرية:   بيولوجيا -  جيولوجيا12832
107.9783,110.7689,114.1867,علوم تجريبية,,
163.15,175.295,170.02,رياضيات,"جامعة تونس المنارالمعهد التحضيري للدراسات الهندسية بالمنار",مرحلة تحضيرية علمية13522
154.94,154.335,158.33,علوم تجريبية,,
170.91,178.665,164.73,علوم الإعلامية,,
161.9,174.04,166.3583,رياضيات,"جامعة  قرطاجكلية العلوم ببنزرت",مرحلة تحضيرية مندمجة20518
166.3483,167.135,168.5933,علوم تجريبية,,
163.86,172.4333,174.4467,العلوم التقنية,,
177.8817,182.5333,182.8483,علوم الإعلامية,,
الهندسة المعمارية والمراحل التحضيرية العلمية
الهندسة المعمارية والمراحل التحضيرية العلمية,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
88.3,147.435,146.015,رياضيات,"جامعة  قرطاجالمعهد التحضيري للدراسات الهندسية ببنزرت",مرحلة تحضيرية علمية20522
111.455,118.845,126.805,علوم تجريبية,,
150.115,148.16,132.98,علوم الإعلامية,,
100.265,133.005,129.2417,رياضيات,"جامعة  قرطاجالمعهد التحضيري للدراسات الهندسية ببنزرت",مرحلة تحضيرية:   بيولوجيا -  جيولوجيا20832
103.7222,109.3417,110.4805,علوم تجريبية,,
131.97,160.605,158.69,رياضيات,"جامعة  قرطاجالمعهد التحضيري للدراسات الهندسية بنابل",مرحلة تحضيرية علمية22522
146.335,147.545,150.425,علوم تجريبية,,
161.065,156.42,151.77,علوم الإعلامية,,
153.12,158.9717,160.7517,العلوم التقنية,"جامعة  قرطاجالمعهد التحضيري للدراسات الهندسية بنابل",مرحلة تحضيرية - تكنولوجيا22532
173.96,183.4083,182.1433,رياضيات,"جامعة سوسةالمعهد العالي للعلوم التطبيقية و التكنولوجيا بسوسة",مرحلة تحضيرية مندمجة-علمية30519
171.93,169.8117,175.065,علوم تجريبية,,
177.3267,181.0633,182.6517,العلوم التقنية,,
183.645,189.7783,188.3083,علوم الإعلامية,,
90.4951,147.235,145.84,رياضيات,"جامعة سوسةالمدرسة العليا للعلوم والتكنولوجيا بحمام سوسة",مرحلة تحضيرية علمية30522
122.775,124.165,133.255,علوم تجريبية,,
138.76,129.6,128.645,علوم الإعلامية,,
171.345,181.0017,174.355,رياضيات,"جامعة المنستيرالمعهد العالي للإعلامية   و الرياضيات بالمنستير",مرحلة تحضيرية مندمجة34518
171.62,169.8467,173.4717,علوم تجريبية,,
176.4383,178.4433,179.05,العلوم التقنية,,
180.5883,185.6517,184.4267,علوم الإعلامية,,
110.4,145.78,141.38,رياضيات,"جامعة المنستيركلية العلوم بالمنستير",مرحلة تحضيرية علمية34522
122.835,124.645,127.415,علوم تجريبية,,
150.725,137.93,135.17,علوم الإعلامية,,
156.4983,162.5267,163.3233,العلوم التقنية,"جامعة المنستيرالمعهد التحضيري للدراسات الهندسية بالمنستير",مرحلة تحضيرية - تكنولوجيا34532
158.325,167.61,162.945,رياضيات,"جامعة المنستيرالمعهد التحضيري للدراسات الهندسية بالمنستير",مرحلة تحضيرية علمية35522
155.435,156.21,159.475,علوم تجريبية,,
164.155,154.585,156.345,علوم الإعلامية,,
94.5466,136.845,131.94,رياضيات,"جامعة المنستيرالمعهد العالي للعلوم التطبيقية و التكنولوجيابالمهدية",المرحلة التحضيرية العلمية:رياضيات - فيزياء36322
117.145,121.62,124.945,علوم تجريبية,,
115.825,119.6,119.65,علوم الإعلامية,,
الهندسة المعمارية والمراحل التحضيرية العلمية
الهندسة المعمارية والمراحل التحضيرية العلمية,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
154.8317,161.095,157.055,رياضيات,"جامعة صفاقسكلية العلوم بصفاقس",مرحلة تحضيرية مندمجة40518
161.2283,165.9067,162.5667,علوم تجريبية,,
155.4267,161.6783,161.6783,العلوم التقنية,,
170.865,170.865,167.8217,علوم الإعلامية,,
89.8866,141.135,133.59,رياضيات,"جامعة صفاقسكلية العلوم بصفاقس",مرحلة تحضيرية علمية40522
104.875,110.56,111.41,علوم تجريبية,,
116.78,114.175,98.1334,علوم الإعلامية,,
139.7783,153.25,153.7233,العلوم التقنية,"جامعة صفاقسالمعهد التحضيري للدراسات الهندسية بصفاقس",مرحلة تحضيرية - تكنولوجيا40532
113.685,120.8033,112.0882,رياضيات,"جامعة صفاقسكلية العلوم بصفاقس",مرحلة تحضيرية:   بيولوجيا -  جيولوجيا40832
96.9033,99.775,93.6832,علوم تجريبية,,
158.2567,167.3833,161.9267,رياضيات,"جامعة صفاقسالمعهد العالي للاعلامية   و الملتميديا بصفاقس",مرحلة تحضيرية مندمجة41518
166.22,165.8917,166.0017,علوم تجريبية,,
161.555,168.9217,164.8467,العلوم التقنية,,
173.325,175.2633,171.05,علوم الإعلامية,,
141.49,164.815,161.43,رياضيات,"جامعة صفاقسالمعهد التحضيري للدراسات الهندسية بصفاقس",مرحلة تحضيرية علمية41522
142.095,129.385,121.985,علوم تجريبية,,
144.265,151.51,139.065,علوم الإعلامية,,
139.27,128.9867,116.3167,رياضيات,"جامعة صفاقسالمعهد التحضيري للدراسات الهندسية بصفاقس",مرحلة تحضيرية:   بيولوجيا -  جيولوجيا41832
101.5883,106.4776,98.7768,علوم تجريبية,,
137.4033,151.96,140.1067,رياضيات,"جامعة قابسالمعهد العالي للإعلامية   و الملتيميديا بقابس",مرحلة تحضيرية مندمجة50518
149.5283,151.62,145.25,علوم تجريبية,,
140.2983,151.9083,153.49,العلوم التقنية,,
160.4283,161.1717,157.9617,علوم الإعلامية,,
89.9434,123,115.785,رياضيات,"جامعة قابسالمعهد التحضيري للدراسات الهندسية بقابس",مرحلة تحضيرية علمية50522
99.7466,108.0101,105.5,علوم تجريبية,,
96.82,101.775,95.8317,علوم الإعلامية,,
119.0033,143.7667,137.2967,العلوم التقنية,"جامعة قابسالمعهد التحضيري للدراسات الهندسية بقابس",مرحلة تحضيرية - تكنولوجيا50532
105.8108,108.4183,106.8018,رياضيات,"جامعة قابسالمعهد التحضيري للدراسات الهندسية بقابس",مرحلة تحضيرية:   بيولوجيا -  جيولوجيا50832
90.7356,87.5173,74.3832,علوم تجريبية,,
الهندسة المعمارية والمراحل التحضيرية العلمية
الهندسة المعمارية والمراحل التحضيرية العلمية,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
89.73,81.7868,87.7185,رياضيات,"جامعة قفصةالمعهد التحضيري للدراسات الهندسية بقفصة",مرحلة تحضيرية علمية60522
87.8702,96.1766,86.2952,علوم تجريبية,,
75.5399,92.955,90.0119,علوم الإعلامية,,
111.5717,126.9033,113.0267,العلوم التقنية,"جامعة قفصةالمعهد التحضيري للدراسات الهندسية بقفصة",مرحلة تحضيرية - تكنولوجيا60532
95.2915,136.325,123.66,رياضيات,"جامعة القيروانالمعهد التحضيري للدراسات الهندسية بالقيروان",مرحلة تحضيرية علمية70522
89.54,110.66,111.435,علوم تجريبية,,
101.635,100.7,95.845,علوم الإعلامية,,
94.8046,145.3967,141.6417,العلوم التقنية,"جامعة القيروانالمعهد التحضيري للدراسات الهندسية بالقيروان",مرحلة تحضيرية - تكنولوجيا70532
114.6933,125.4417,111.8789,رياضيات,"جامعة جندوبةالمعهد الوطني للتكنولوجيا والعلوم بالكاف","مرحلة تحضيرية مندمجة في الهندسة82515البيولوجية والبيوطبية"
118.0017,115.4183,115.96,علوم تجريبية,,
113.515,129.84,135.24,العلوم التقنية,,
89.13,88.77,87.0898,علوم الإعلامية,,
علوم الصحة والطب وطب الأسنان  والصيدلة
علوم الصحة والطب وطب الأسنان  والصيدلة,,,,,
2025,2024,2023,الباكالوريا,المؤسسة/الجامعة,الشعبة
122.81,120.87,131.41,رياضيات,"جامعة تونس المنارالمعهد العالي للتكنولوجيات الطبية بتونس",الإجازة  في البيوتكنولوجيا الطبية10545
123.94,122.43,127.06,علوم تجريبية,,
117.865,111.84,114.985,علوم تجريبية,"جامعة  قرطاجالمعهد الوطني للشغل والدراسات الإجتماعية  بتونس",الإجازة  في الصحة والسلامة  المهنية10547
104.0669,110.68,104.26,إقتصاد وتصرف,,
102.0081,108.805,115.495,العلوم التقنية,,
166.345,173.59,163.79,آداب,"جامعة تونس المناركلية الطب بتونس",الـطــب10700
190.33,188.47,183.325,رياضيات,,
184.795,181.64,186.645,علوم تجريبية,,
187.54,193.34,184.52,رياضة,,
109.375,186.822,164.0952,رياضيات,"جامعة تونس المنارالمدرسة العليا لعلوم وتقنيات الصحة بتونس",الإجازة  في الـتـبـنـيـج والإنعاش10740
171.1198,169.7769,171.9651,علوم تجريبية,,
112.7745,155.595,152.78,رياضيات,"جامعة تونس المنارالمدرسة العليا لعلوم وتقنيات الصحة بتونس",الإجازة  في التصوير الطبي والمداواة بالأشعة10741
161.4202,154.1282,159.2802,علوم تجريبية,,
