عدد;الرمز;اسم الشهادة بالعربية;المجال;nom certificat en français;مدة الدراسة;التخصصات;نوع البكالوريا;التنفيل الجغرافي;تتطلب اختبارات;لها شروط خاصة;المؤسسة;الجامعة;الولاية;صيغة مجموع النقاط;تفسير صيغة مجموع النقاط;الآفاق الجامعية;الآفاق المهنية;score2019;score2020;score2021;score2022;score2023;score2024;score2025
1633;82391;الإجازة في إدارة الأعمال;العلوم الاقتصادية وعلوم التصرف;Licence en Administration des Affaires;03 سنوات;إدارة الأعمال-التصرف الصناعي;علوم الإعلامية;نعم;لا;لا;المعهد العالي للدراسات التكنولوجية بالكاف;الإدارة العامة للدراسات التكنولوجية;الكاف;FG+M;;ماجستير مهني;موظّف محاسبة/ مساعد إدارة/ مدير مكتب/ مساعد إدارة الموارد البشريّة/ موظّف محاسبة في وحدة سياحيّة/ مدير أعمال تجاريّة/ مدير نقطة سياحيّة للبيع/ مصمّم منتوج سياحيّ/ الانتصاب للحساب الخاصّ;107.52;0;87.65;94.34;97.64;107.96;113.06
1634;86391;الإجازة في إدارة الأعمال;العلوم الاقتصادية وعلوم التصرف;Licence en Administration des Affaires;03 سنوات;إدارة الأعمال;رياضيات;نعم;لا;لا;المعهد العالي للدراسات التكنولوجية بسليانة;الإدارة العامة للدراسات التكنولوجية;سليانة;FG+M;;ماجستير مهني;موظّف محاسبة/ مساعد إدارة/ مدير مكتب/ مساعد إدارة الموارد البشريّة/ موظّف محاسبة في وحدة سياحيّة/ مدير أعمال تجاريّة/ مدير نقطة سياحيّة للبيع/ مصمّم منتوج سياحيّ/ الانتصاب للحساب الخاصّ;100.25;87.24;93.39;110.73;107.85;89.68;0
1635;86391;الإجازة في إدارة الأعمال;العلوم الاقتصادية وعلوم التصرف;Licence en Administration des Affaires;03 سنوات;إدارة الأعمال;علوم تجريبية;نعم;لا;لا;المعهد العالي للدراسات التكنولوجية بسليانة;الإدارة العامة للدراسات التكنولوجية;سليانة;FG+M;;ماجستير مهني;موظّف محاسبة/ مساعد إدارة/ مدير مكتب/ مساعد إدارة الموارد البشريّة/ موظّف محاسبة في وحدة سياحيّة/ مدير أعمال تجاريّة/ مدير نقطة سياحيّة للبيع/ مصمّم منتوج سياحيّ/ الانتصاب للحساب الخاصّ;96.49;99.92;109.85;113.59;112.07;116.52;115.43
1636;86391;الإجازة في إدارة الأعمال;العلوم الاقتصادية وعلوم التصرف;Licence en Administration des Affaires;03 سنوات;إدارة الأعمال;اقتصاد وتصرف;نعم;لا;لا;المعهد العالي للدراسات التكنولوجية بسليانة;الإدارة العامة للدراسات التكنولوجية;سليانة;FG+(M+GEST)/2;;ماجستير مهني;موظّف محاسبة/ مساعد إدارة/ مدير مكتب/ مساعد إدارة الموارد البشريّة/ موظّف محاسبة في وحدة سياحيّة/ مدير أعمال تجاريّة/ مدير نقطة سياحيّة للبيع/ مصمّم منتوج سياحيّ/ الانتصاب للحساب الخاصّ;88.9;85.1;77.54;87.85;94.52;98.81;98.39
1637;86391;الإجازة في إدارة الأعمال;العلوم الاقتصادية وعلوم التصرف;Licence en Administration des Affaires;03 سنوات;إدارة الأعمال;العلوم التقنية;نعم;لا;لا;المعهد العالي للدراسات التكنولوجية بسليانة;الإدارة العامة للدراسات التكنولوجية;سليانة;FG+M;;ماجستير مهني;موظّف محاسبة/ مساعد إدارة/ مدير مكتب/ مساعد إدارة الموارد البشريّة/ موظّف محاسبة في وحدة سياحيّة/ مدير أعمال تجاريّة/ مدير نقطة سياحيّة للبيع/ مصمّم منتوج سياحيّ/ الانتصاب للحساب الخاصّ;84.25;104.91;122.48;144.86;155.46;113.22;113.4
1638;86391;الإجازة في إدارة الأعمال;العلوم الاقتصادية وعلوم التصرف;Licence en Administration des Affaires;03 سنوات;إدارة الأعمال;علوم الإعلامية;نعم;لا;لا;المعهد العالي للدراسات التكنولوجية بسليانة;الإدارة العامة للدراسات التكنولوجية;سليانة;FG+M;;ماجستير مهني;موظّف محاسبة/ مساعد إدارة/ مدير مكتب/ مساعد إدارة الموارد البشريّة/ موظّف محاسبة في وحدة سياحيّة/ مدير أعمال تجاريّة/ مدير نقطة سياحيّة للبيع/ مصمّم منتوج سياحيّ/ الانتصاب للحساب الخاصّ;0;75.98;88.94;100.07;105.89;104.3;116.1
1639;10394;الإجازة في المحاسبة والمالية;العلوم الاقتصادية وعلوم التصرف;Licence en techniques comptables et financières;03 سنوات;تقنيات المحاسبة والمالية-المالية الإسلامية;رياضيات;نعم;لا;لا;المعهد العالي للدراسات التكنولوجية برادس;الإدارة العامة للدراسات التكنولوجية;بن عروس;FG+M;;ماجستير مهني;الإشراف على أقسام الماليّة  بالمؤسّسات العموميّة والخاصّة (الصّناعيّة والتّجاريّة والفلاحيّة)/ البنوك والتأمين مؤسّسات الوساطة في البورصة+ الانتصاب للحساب الخاصّ+أخصّائي في المالية وتحليل مؤشّرات السّوق الماليّة/ أخصائي في قراءة النتائج الماليّة للمؤسّسات;128.22;127.48;140.97;151.12;138.57;152.34;0
1640;10394;الإجازة في المحاسبة والمالية;العلوم الاقتصادية وعلوم التصرف;Licence en techniques comptables et financières;03 سنوات;تقنيات المحاسبة والمالية-المالية الإسلامية;علوم تجريبية;نعم;لا;لا;المعهد العالي للدراسات التكنولوجية برادس;الإدارة العامة للدراسات التكنولوجية;بن عروس;FG+M;;ماجستير مهني;الإشراف على أقسام الماليّة  بالمؤسّسات العموميّة والخاصّة (الصّناعيّة والتّجاريّة والفلاحيّة)/ البنوك والتأمين مؤسّسات الوساطة في البورصة+ الانتصاب للحساب الخاصّ+أخصّائي في المالية وتحليل مؤشّرات السّوق الماليّة/ أخصائي في قراءة النتائج الماليّة للمؤسّسات;125.61;133.79;151.36;137.44;142.17;141.42;127.26
1641;10394;الإجازة في المحاسبة والمالية;العلوم الاقتصادية وعلوم التصرف;Licence en techniques comptables et financières;03 سنوات;تقنيات المحاسبة والمالية-المالية الإسلامية;اقتصاد وتصرف;نعم;لا;لا;المعهد العالي للدراسات التكنولوجية برادس;الإدارة العامة للدراسات التكنولوجية;بن عروس;FG+(M+GEST)/2;;ماجستير مهني;الإشراف على أقسام الماليّة  بالمؤسّسات العموميّة والخاصّة (الصّناعيّة والتّجاريّة والفلاحيّة)/ البنوك والتأمين مؤسّسات الوساطة في البورصة+ الانتصاب للحساب الخاصّ+أخصّائي في المالية وتحليل مؤشّرات السّوق الماليّة/ أخصائي في قراءة النتائج الماليّة للمؤسّسات;113.81;113.09;126.92;116.68;117.39;136.81;124.29
1642;10394;الإجازة في المحاسبة والمالية;العلوم الاقتصادية وعلوم التصرف;Licence en techniques comptables et financières;03 سنوات;تقنيات المحاسبة والمالية-المالية الإسلامية;العلوم التقنية;نعم;لا;لا;المعهد العالي للدراسات التكنولوجية برادس;الإدارة العامة للدراسات التكنولوجية;بن عروس;FG+M;;ماجستير مهني;الإشراف على أقسام الماليّة  بالمؤسّسات العموميّة والخاصّة (الصّناعيّة والتّجاريّة والفلاحيّة)/ البنوك والتأمين مؤسّسات الوساطة في البورصة+ الانتصاب للحساب الخاصّ+أخصّائي في المالية وتحليل مؤشّرات السّوق الماليّة/ أخصائي في قراءة النتائج الماليّة للمؤسّسات;127.06;128.45;144.4;142.59;146.78;128.35;148.2
1643;10394;الإجازة في المحاسبة والمالية;العلوم الاقتصادية وعلوم التصرف;Licence en techniques comptables et financières;03 سنوات;تقنيات المحاسبة والمالية-المالية الإسلامية;علوم الإعلامية;نعم;لا;لا;المعهد العالي للدراسات التكنولوجية برادس;الإدارة العامة للدراسات التكنولوجية;بن عروس;FG+M;;ماجستير مهني;الإشراف على أقسام الماليّة  بالمؤسّسات العموميّة والخاصّة (الصّناعيّة والتّجاريّة والفلاحيّة)/ البنوك والتأمين مؤسّسات الوساطة في البورصة+ الانتصاب للحساب الخاصّ+أخصّائي في المالية وتحليل مؤشّرات السّوق الماليّة/ أخصائي في قراءة النتائج الماليّة للمؤسّسات;101.64;134.17;118.23;122.42;129;140.48;139.69
1644;21394;الإجازة في المحاسبة والمالية;العلوم الاقتصادية وعلوم التصرف;Licence en techniques comptables et financières;03 سنوات;تقنيات المحاسبة والمالية;رياضيات;نعم;لا;لا;المعهد العالي للدراسات التكنولوجية ببنزرت;الإدارة العامة للدراسات التكنولوجية;بنزرت;FG+M;;ماجستير مهني;الإشراف على أقسام الماليّة  بالمؤسّسات العموميّة والخاصّة (الصّناعيّة والتّجاريّة والفلاحيّة)/ البنوك والتأمين مؤسّسات الوساطة في البورصة+ الانتصاب للحساب الخاصّ+أخصّائي في المالية وتحليل مؤشّرات السّوق الماليّة/ أخصائي في قراءة النتائج الماليّة للمؤسّسات;122.27;107.63;124.36;140.28;113.41;116.36;101.59
1645;21394;الإجازة في المحاسبة والمالية;العلوم الاقتصادية وعلوم التصرف;Licence en techniques comptables et financières;03 سنوات;تقنيات المحاسبة والمالية;علوم تجريبية;نعم;لا;لا;المعهد العالي للدراسات التكنولوجية ببنزرت;الإدارة العامة للدراسات التكنولوجية;بنزرت;FG+M;;ماجستير مهني;الإشراف على أقسام الماليّة  بالمؤسّسات العموميّة والخاصّة (الصّناعيّة والتّجاريّة والفلاحيّة)/ البنوك والتأمين مؤسّسات الوساطة في البورصة+ الانتصاب للحساب الخاصّ+أخصّائي في المالية وتحليل مؤشّرات السّوق الماليّة/ أخصائي في قراءة النتائج الماليّة للمؤسّسات;113.83;120.31;129.95;130.83;118.47;128.79;120.57
